id,originalLabel,correction
ILSVRC2012_val_00037322,427,-1
ILSVRC2012_val_00015735,811,-1
ILSVRC2012_val_00013698,68,66
ILSVRC2012_val_00004522,725,"808,968,504"
ILSVRC2012_val_00027028,27,"40,44"
ILSVRC2012_val_00034993,221,"206,221"
ILSVRC2012_val_00041485,329,-1
ILSVRC2012_val_00047503,960,"960,582"
ILSVRC2012_val_00009316,598,"548,598"
ILSVRC2012_val_00001088,331,330
ILSVRC2012_val_00023291,497,"497,406"
ILSVRC2012_val_00027168,218,"256,218"
ILSVRC2012_val_00013680,653,"653,728"
ILSVRC2012_val_00043094,484,"484,871"
ILSVRC2012_val_00020094,274,"273,274"
ILSVRC2012_val_00013228,703,"335,703"
ILSVRC2012_val_00004529,928,"928,762,923,927"
ILSVRC2012_val_00022835,511,"581,479"
ILSVRC2012_val_00017530,825,"972,825"
ILSVRC2012_val_00006114,230,231
ILSVRC2012_val_00013559,706,738
ILSVRC2012_val_00035241,628,510
ILSVRC2012_val_00026161,241,"240,241,238"
ILSVRC2012_val_00021969,534,"534,729"
ILSVRC2012_val_00000588,184,202
ILSVRC2012_val_00047865,895,"908,895"
ILSVRC2012_val_00007440,331,"330,331"
ILSVRC2012_val_00002111,161,-1
ILSVRC2012_val_00027404,125,-1
ILSVRC2012_val_00008055,847,652
ILSVRC2012_val_00028462,864,717
ILSVRC2012_val_00030899,586,"586,864"
ILSVRC2012_val_00004006,10,"10,858"
ILSVRC2012_val_00008005,947,997
ILSVRC2012_val_00048777,987,-1
ILSVRC2012_val_00020537,887,406
ILSVRC2012_val_00031642,356,-1
ILSVRC2012_val_00025553,819,"559,818,819"
ILSVRC2012_val_00024499,620,"681,620"
ILSVRC2012_val_00004699,700,-1
ILSVRC2012_val_00015748,947,992
ILSVRC2012_val_00019364,237,-1
ILSVRC2012_val_00041065,468,"974,468"
ILSVRC2012_val_00031218,432,-1
ILSVRC2012_val_00039550,314,"619,314"
ILSVRC2012_val_00025079,998,"987,998"
ILSVRC2012_val_00035841,867,675
ILSVRC2012_val_00003840,962,"962,923,935"
ILSVRC2012_val_00046737,753,-1
ILSVRC2012_val_00036740,646,770
ILSVRC2012_val_00017387,764,413
ILSVRC2012_val_00011556,263,"158,263"
ILSVRC2012_val_00038994,751,-1
ILSVRC2012_val_00029770,673,"673,527,664,508"
ILSVRC2012_val_00016688,151,259
ILSVRC2012_val_00034754,371,"371,373"
ILSVRC2012_val_00041089,759,"622,759"
ILSVRC2012_val_00013469,833,"536,403"
ILSVRC2012_val_00042118,170,192
ILSVRC2012_val_00029519,964,-1
ILSVRC2012_val_00000436,196,-1
ILSVRC2012_val_00034231,977,"814,977"
ILSVRC2012_val_00026876,657,-1
ILSVRC2012_val_00004394,343,-1
ILSVRC2012_val_00044001,356,359
ILSVRC2012_val_00036538,687,884
ILSVRC2012_val_00034338,488,"488,718,536"
ILSVRC2012_val_00002076,358,356
ILSVRC2012_val_00000848,501,-1
ILSVRC2012_val_00034378,799,874
ILSVRC2012_val_00004804,253,158
ILSVRC2012_val_00038339,705,"705,825"
ILSVRC2012_val_00023524,898,"610,899"
ILSVRC2012_val_00008990,636,"748,636"
ILSVRC2012_val_00017647,480,664
ILSVRC2012_val_00017456,504,"310,504"
ILSVRC2012_val_00046148,380,382
ILSVRC2012_val_00032870,543,"422,543"
ILSVRC2012_val_00020248,871,-1
ILSVRC2012_val_00025133,3,4
ILSVRC2012_val_00026724,729,827
ILSVRC2012_val_00032970,79,-1
ILSVRC2012_val_00048379,204,-1
ILSVRC2012_val_00012745,596,"515,238,596"
ILSVRC2012_val_00004019,35,-1
ILSVRC2012_val_00023924,278,280
ILSVRC2012_val_00011004,838,631
ILSVRC2012_val_00024448,967,504
ILSVRC2012_val_00038943,725,"899,849"
ILSVRC2012_val_00009727,619,846
ILSVRC2012_val_00041275,266,-1
ILSVRC2012_val_00028818,778,-1
ILSVRC2012_val_00004785,447,"718,975"
ILSVRC2012_val_00000268,413,"652,413"
ILSVRC2012_val_00030783,744,"744,657"
ILSVRC2012_val_00033273,616,"975,616"
ILSVRC2012_val_00035660,502,630
ILSVRC2012_val_00023632,855,-1
ILSVRC2012_val_00046504,885,721
ILSVRC2012_val_00049476,692,-1
ILSVRC2012_val_00002304,744,"744,657"
ILSVRC2012_val_00046661,776,"513,683,875,558"
ILSVRC2012_val_00010695,823,"610,823"
ILSVRC2012_val_00006497,691,"617,691,570"
ILSVRC2012_val_00030696,168,-1
ILSVRC2012_val_00019371,775,"721,831"
ILSVRC2012_val_00027859,36,35
ILSVRC2012_val_00000937,330,"330,331"
ILSVRC2012_val_00031065,846,"619,846"
ILSVRC2012_val_00002879,856,730
ILSVRC2012_val_00039832,180,-1
ILSVRC2012_val_00033615,46,-1
ILSVRC2012_val_00038679,627,"581,479"
ILSVRC2012_val_00027953,415,-1
ILSVRC2012_val_00019784,271,"270,272"
ILSVRC2012_val_00049892,686,"544,827"
ILSVRC2012_val_00049061,400,"400,667"
ILSVRC2012_val_00007473,422,543
ILSVRC2012_val_00035781,226,175
ILSVRC2012_val_00020234,473,550
ILSVRC2012_val_00024415,969,"452,968,504"
ILSVRC2012_val_00028768,883,"883,739"
ILSVRC2012_val_00044408,420,402
ILSVRC2012_val_00026999,681,"673,681,526,527,782,664,508"
ILSVRC2012_val_00005318,582,945
ILSVRC2012_val_00014426,737,"737,898"
ILSVRC2012_val_00047660,963,"961,963,964"
ILSVRC2012_val_00017144,954,"950,954"
ILSVRC2012_val_00021207,987,"969,987"
ILSVRC2012_val_00012878,473,-1
ILSVRC2012_val_00006585,204,155
ILSVRC2012_val_00041786,370,372
ILSVRC2012_val_00030948,675,734
ILSVRC2012_val_00004354,193,187
ILSVRC2012_val_00032744,44,"38,44,463,26"
ILSVRC2012_val_00002246,167,"162,167"
ILSVRC2012_val_00033325,919,"489,919,412"
ILSVRC2012_val_00013466,656,"654,656,479"
ILSVRC2012_val_00049338,134,"131,134"
ILSVRC2012_val_00039829,978,"977,842,978"
ILSVRC2012_val_00015548,967,968
ILSVRC2012_val_00039610,415,-1
ILSVRC2012_val_00001890,912,616
ILSVRC2012_val_00013262,899,968
ILSVRC2012_val_00025222,866,"866,853"
ILSVRC2012_val_00035043,712,-1
ILSVRC2012_val_00030307,834,"834,869"
ILSVRC2012_val_00002269,413,"652,413"
ILSVRC2012_val_00008048,554,"762,554"
ILSVRC2012_val_00034897,489,"489,733,919"
ILSVRC2012_val_00016066,66,"66,67"
ILSVRC2012_val_00005426,906,"515,906"
ILSVRC2012_val_00014295,231,230
ILSVRC2012_val_00013409,363,-1
ILSVRC2012_val_00015758,734,407
ILSVRC2012_val_00038923,961,"969,659"
ILSVRC2012_val_00011435,919,"489,919"
ILSVRC2012_val_00011507,208,-1
ILSVRC2012_val_00008051,298,299
ILSVRC2012_val_00037703,227,-1
ILSVRC2012_val_00031834,166,"162,166"
ILSVRC2012_val_00041775,549,692
ILSVRC2012_val_00035155,773,-1
ILSVRC2012_val_00012389,976,"976,972,437"
ILSVRC2012_val_00041575,348,349
ILSVRC2012_val_00016406,562,-1
ILSVRC2012_val_00033825,839,821
ILSVRC2012_val_00016008,589,"905,589,740"
ILSVRC2012_val_00026042,186,193
ILSVRC2012_val_00007164,219,-1
ILSVRC2012_val_00016703,55,64
ILSVRC2012_val_00047211,59,-1
ILSVRC2012_val_00013325,837,"836,837,608"
ILSVRC2012_val_00004109,748,-1
ILSVRC2012_val_00012036,883,"849,883"
ILSVRC2012_val_00040032,775,"775,977,978"
ILSVRC2012_val_00018933,159,"999,159"
ILSVRC2012_val_00025993,882,"526,882,606"
ILSVRC2012_val_00016973,187,"193,201"
ILSVRC2012_val_00041847,730,-1
ILSVRC2012_val_00017062,818,"619,818"
ILSVRC2012_val_00033527,980,975
ILSVRC2012_val_00038535,489,"489,791"
ILSVRC2012_val_00005509,622,"872,759,622,732,414"
ILSVRC2012_val_00035808,536,554
ILSVRC2012_val_00021492,764,"764,413"
ILSVRC2012_val_00033633,167,"162,167"
ILSVRC2012_val_00049550,909,"651,909,827"
ILSVRC2012_val_00027927,904,319
ILSVRC2012_val_00009893,829,547
ILSVRC2012_val_00030692,789,"789,421"
ILSVRC2012_val_00012561,869,"836,837,869,636"
ILSVRC2012_val_00042751,5,148
ILSVRC2012_val_00044187,268,"268,179"
ILSVRC2012_val_00041165,412,"335,412"
ILSVRC2012_val_00047300,771,-1
ILSVRC2012_val_00015244,163,161
ILSVRC2012_val_00047894,930,-1
ILSVRC2012_val_00035919,851,"681,526,664,761"
ILSVRC2012_val_00019442,782,"673,526,527,782,664,508"
ILSVRC2012_val_00047288,390,-1
ILSVRC2012_val_00027910,744,"744,657"
ILSVRC2012_val_00006730,312,311
ILSVRC2012_val_00019155,230,"261,230"
ILSVRC2012_val_00024002,731,"610,731"
ILSVRC2012_val_00035540,10,13
ILSVRC2012_val_00000715,624,453
ILSVRC2012_val_00007725,381,382
ILSVRC2012_val_00013723,793,"434,756,793"
ILSVRC2012_val_00018360,656,654
ILSVRC2012_val_00006617,412,-1
ILSVRC2012_val_00021873,68,"66,68"
ILSVRC2012_val_00041133,202,185
ILSVRC2012_val_00046474,452,515
ILSVRC2012_val_00033724,665,"518,665"
ILSVRC2012_val_00017155,294,-1
ILSVRC2012_val_00020028,469,-1
ILSVRC2012_val_00021879,755,"834,755"
ILSVRC2012_val_00046539,59,"64,55"
ILSVRC2012_val_00014595,502,"788,502"
ILSVRC2012_val_00044847,530,"651,504"
ILSVRC2012_val_00041107,636,-1
ILSVRC2012_val_00016174,552,"578,552,689,982"
ILSVRC2012_val_00002754,54,-1
ILSVRC2012_val_00005325,971,"971,815"
ILSVRC2012_val_00034258,773,"769,773"
ILSVRC2012_val_00047695,614,-1
ILSVRC2012_val_00022580,725,"849,505"
ILSVRC2012_val_00034733,179,242
ILSVRC2012_val_00028289,465,-1
ILSVRC2012_val_00000413,836,"836,837,608"
ILSVRC2012_val_00000184,638,"638,639"
ILSVRC2012_val_00044643,738,-1
ILSVRC2012_val_00018589,240,"240,238"
ILSVRC2012_val_00039694,904,312
ILSVRC2012_val_00027184,258,"258,279"
ILSVRC2012_val_00047420,784,"526,784"
ILSVRC2012_val_00039796,360,-1
ILSVRC2012_val_00002808,619,"619,846"
ILSVRC2012_val_00048149,426,892
ILSVRC2012_val_00037077,968,"967,504"
ILSVRC2012_val_00032557,220,213
ILSVRC2012_val_00038467,70,"70,985"
ILSVRC2012_val_00048481,837,-1
ILSVRC2012_val_00007393,537,-1
ILSVRC2012_val_00038693,629,"551,629,696"
ILSVRC2012_val_00030555,204,"204,185"
ILSVRC2012_val_00024829,798,426
ILSVRC2012_val_00024437,381,382
ILSVRC2012_val_00011951,491,"491,477"
ILSVRC2012_val_00045902,756,"427,756"
ILSVRC2012_val_00018157,810,508
ILSVRC2012_val_00004558,667,"400,667"
ILSVRC2012_val_00036466,298,357
ILSVRC2012_val_00014700,261,"261,174"
ILSVRC2012_val_00016139,458,"458,703"
ILSVRC2012_val_00028970,285,"281,285"
ILSVRC2012_val_00034049,192,203
ILSVRC2012_val_00015372,283,"283,284"
ILSVRC2012_val_00006904,639,"808,638,639"
ILSVRC2012_val_00013339,517,"517,488,600"
ILSVRC2012_val_00039454,278,"277,278"
ILSVRC2012_val_00040012,975,-1
ILSVRC2012_val_00002526,467,"467,596"
ILSVRC2012_val_00035689,168,159
ILSVRC2012_val_00030322,639,"433,638,639"
ILSVRC2012_val_00016860,202,-1
ILSVRC2012_val_00029088,61,-1
ILSVRC2012_val_00004046,791,"791,922"
ILSVRC2012_val_00045993,622,471
ILSVRC2012_val_00016238,584,-1
ILSVRC2012_val_00004279,706,421
ILSVRC2012_val_00042653,479,"581,717,479"
ILSVRC2012_val_00023961,969,928
ILSVRC2012_val_00030565,673,"673,526,527,664,508"
ILSVRC2012_val_00028549,624,884
ILSVRC2012_val_00032302,526,"898,681,620"
ILSVRC2012_val_00001716,134,127
ILSVRC2012_val_00024138,908,404
ILSVRC2012_val_00017342,324,325
ILSVRC2012_val_00030375,987,"987,998"
ILSVRC2012_val_00028328,737,"737,455,907,440"
ILSVRC2012_val_00014350,116,-1
ILSVRC2012_val_00034418,341,342
ILSVRC2012_val_00002034,482,"481,482"
ILSVRC2012_val_00035988,348,-1
ILSVRC2012_val_00017589,987,"909,987,926"
ILSVRC2012_val_00020228,836,"836,837,605"
ILSVRC2012_val_00033847,841,-1
ILSVRC2012_val_00019043,784,677
ILSVRC2012_val_00035142,857,892
ILSVRC2012_val_00023834,303,314
ILSVRC2012_val_00002881,278,277
ILSVRC2012_val_00012506,725,"899,725"
ILSVRC2012_val_00032583,880,"880,414,671"
ILSVRC2012_val_00017078,808,"834,906"
ILSVRC2012_val_00042835,704,412
ILSVRC2012_val_00026842,280,277
ILSVRC2012_val_00009266,622,759
ILSVRC2012_val_00020788,16,-1
ILSVRC2012_val_00049951,899,"725,505"
ILSVRC2012_val_00044109,715,"715,652"
ILSVRC2012_val_00044141,442,497
ILSVRC2012_val_00007544,595,-1
ILSVRC2012_val_00019584,837,"898,836,837"
ILSVRC2012_val_00044052,2,"2,3"
ILSVRC2012_val_00016373,564,"750,564,669"
ILSVRC2012_val_00005270,982,578
ILSVRC2012_val_00033299,609,864
ILSVRC2012_val_00000614,776,"776,683"
ILSVRC2012_val_00034293,382,-1
ILSVRC2012_val_00017438,479,"751,979,479"
ILSVRC2012_val_00035760,371,382
ILSVRC2012_val_00038484,866,"866,730"
ILSVRC2012_val_00027813,443,591
ILSVRC2012_val_00048083,705,-1
ILSVRC2012_val_00018662,146,-1
ILSVRC2012_val_00006181,622,"622,759"
ILSVRC2012_val_00014521,585,"903,585"
ILSVRC2012_val_00009394,947,992
ILSVRC2012_val_00012915,969,"969,508"
ILSVRC2012_val_00039120,717,"581,717,479"
ILSVRC2012_val_00029273,837,"836,837"
ILSVRC2012_val_00021397,410,-1
ILSVRC2012_val_00012656,434,"434,435"
ILSVRC2012_val_00043894,966,"966,907"
ILSVRC2012_val_00000148,686,-1
ILSVRC2012_val_00002901,127,128
ILSVRC2012_val_00013593,536,525
ILSVRC2012_val_00037791,151,-1
ILSVRC2012_val_00044297,737,-1
ILSVRC2012_val_00045477,229,-1
ILSVRC2012_val_00028948,536,"517,821,536,510"
ILSVRC2012_val_00038858,809,923
ILSVRC2012_val_00038438,171,"171,237"
ILSVRC2012_val_00041382,866,730
ILSVRC2012_val_00041530,531,778
ILSVRC2012_val_00032958,578,"578,601"
ILSVRC2012_val_00047213,966,"907,470"
ILSVRC2012_val_00029961,867,"867,919"
ILSVRC2012_val_00018716,123,"327,123"
ILSVRC2012_val_00029048,76,77
ILSVRC2012_val_00019726,736,-1
ILSVRC2012_val_00043603,478,-1
ILSVRC2012_val_00005104,901,"905,532,441,572,834,966"
ILSVRC2012_val_00027556,342,-1
ILSVRC2012_val_00046954,876,"876,435"
ILSVRC2012_val_00023763,851,"548,851"
ILSVRC2012_val_00035016,585,"834,585"
ILSVRC2012_val_00016864,27,26
ILSVRC2012_val_00011333,997,-1
ILSVRC2012_val_00002998,101,"386,101"
ILSVRC2012_val_00015783,780,914
ILSVRC2012_val_00016833,217,"217,212"
ILSVRC2012_val_00035323,328,109
ILSVRC2012_val_00010060,702,602
ILSVRC2012_val_00045129,61,62
ILSVRC2012_val_00031956,412,"728,412"
ILSVRC2012_val_00040383,808,"641,808"
ILSVRC2012_val_00012481,966,"966,883,572"
ILSVRC2012_val_00026220,607,-1
ILSVRC2012_val_00034626,324,"324,325"
ILSVRC2012_val_00045373,699,-1
ILSVRC2012_val_00028949,459,"459,434"
ILSVRC2012_val_00033136,664,"673,742,620,664,526,527,632,508"
ILSVRC2012_val_00040613,196,198
ILSVRC2012_val_00013152,707,-1
ILSVRC2012_val_00020294,928,-1
ILSVRC2012_val_00027951,269,-1
ILSVRC2012_val_00004926,180,179
ILSVRC2012_val_00037302,504,"504,850"
ILSVRC2012_val_00027178,197,198
ILSVRC2012_val_00035491,961,"961,659"
ILSVRC2012_val_00005558,409,892
ILSVRC2012_val_00032967,671,"518,671"
ILSVRC2012_val_00018559,482,754
ILSVRC2012_val_00018859,290,289
ILSVRC2012_val_00043236,413,"608,652,465,597,413"
ILSVRC2012_val_00036596,997,947
ILSVRC2012_val_00013418,68,54
ILSVRC2012_val_00046542,408,586
ILSVRC2012_val_00049735,285,"721,285,831"
ILSVRC2012_val_00007215,549,-1
ILSVRC2012_val_00008494,451,-1
ILSVRC2012_val_00018063,620,"681,620"
ILSVRC2012_val_00032422,441,"441,572"
ILSVRC2012_val_00003164,169,785
ILSVRC2012_val_00042146,894,"495,894"
ILSVRC2012_val_00041854,697,614
ILSVRC2012_val_00032746,168,-1
ILSVRC2012_val_00012366,786,"903,786"
ILSVRC2012_val_00036067,68,66
ILSVRC2012_val_00016679,907,"907,966"
ILSVRC2012_val_00044825,826,531
ILSVRC2012_val_00028744,725,-1
ILSVRC2012_val_00044242,834,869
ILSVRC2012_val_00038307,976,"976,972"
ILSVRC2012_val_00034498,899,-1
ILSVRC2012_val_00001982,650,"650,818,819"
ILSVRC2012_val_00011817,893,748
ILSVRC2012_val_00021395,860,-1
ILSVRC2012_val_00012901,241,240
ILSVRC2012_val_00017779,550,505
ILSVRC2012_val_00034826,566,513
ILSVRC2012_val_00021566,488,"488,679"
ILSVRC2012_val_00032085,526,"673,742,664,526,527,782,508"
ILSVRC2012_val_00042454,620,"681,810,620"
ILSVRC2012_val_00012676,485,-1
ILSVRC2012_val_00028143,465,"652,465"
ILSVRC2012_val_00033271,940,-1
ILSVRC2012_val_00024046,163,161
ILSVRC2012_val_00019244,885,474
ILSVRC2012_val_00047195,807,753
ILSVRC2012_val_00037176,904,"904,309"
ILSVRC2012_val_00048561,595,-1
ILSVRC2012_val_00035917,927,-1
ILSVRC2012_val_00048755,579,881
ILSVRC2012_val_00034602,153,265
ILSVRC2012_val_00015628,530,"754,605"
ILSVRC2012_val_00008038,308,309
ILSVRC2012_val_00018593,973,"108,991"
ILSVRC2012_val_00008122,858,-1
ILSVRC2012_val_00007994,896,"896,725"
ILSVRC2012_val_00003608,837,"836,837"
ILSVRC2012_val_00048603,488,783
ILSVRC2012_val_00013291,904,"608,799"
ILSVRC2012_val_00014466,584,-1
ILSVRC2012_val_00034290,31,"32,31"
ILSVRC2012_val_00022031,471,"690,471"
ILSVRC2012_val_00028081,922,762
ILSVRC2012_val_00014973,228,"803,228"
ILSVRC2012_val_00010956,210,"210,211"
ILSVRC2012_val_00011258,200,204
ILSVRC2012_val_00022939,523,-1
ILSVRC2012_val_00023139,943,"939,943"
ILSVRC2012_val_00016369,257,"257,222"
ILSVRC2012_val_00046711,700,"700,999"
ILSVRC2012_val_00022599,935,-1
ILSVRC2012_val_00039028,834,-1
ILSVRC2012_val_00021995,124,122
ILSVRC2012_val_00031271,547,"705,888"
ILSVRC2012_val_00041153,424,"424,919"
ILSVRC2012_val_00025562,166,162
ILSVRC2012_val_00032397,860,-1
ILSVRC2012_val_00001780,438,"438,647"
ILSVRC2012_val_00042621,635,"487,635"
ILSVRC2012_val_00031607,526,"526,673,681,620"
ILSVRC2012_val_00028728,621,-1
ILSVRC2012_val_00022184,681,"673,681,620,526,664"
ILSVRC2012_val_00007307,960,-1
ILSVRC2012_val_00004218,484,914
ILSVRC2012_val_00004517,302,"304,302"
ILSVRC2012_val_00008343,236,-1
ILSVRC2012_val_00007400,497,"884,406"
ILSVRC2012_val_00011500,467,766
ILSVRC2012_val_00025978,770,"770,788"
ILSVRC2012_val_00013408,845,"617,845"
ILSVRC2012_val_00020131,834,"834,806,630"
ILSVRC2012_val_00030577,422,-1
ILSVRC2012_val_00048556,436,"581,656,475,479"
ILSVRC2012_val_00034048,414,636
ILSVRC2012_val_00031770,656,479
ILSVRC2012_val_00019647,511,"581,479"
ILSVRC2012_val_00022922,199,252
ILSVRC2012_val_00015994,802,"802,518"
ILSVRC2012_val_00016162,115,-1
ILSVRC2012_val_00012214,460,825
ILSVRC2012_val_00002420,658,"806,658"
ILSVRC2012_val_00042481,876,"876,445"
ILSVRC2012_val_00029946,239,238
ILSVRC2012_val_00013210,859,632
ILSVRC2012_val_00026804,556,-1
ILSVRC2012_val_00021772,527,"673,681,620,526,527,664,508"
ILSVRC2012_val_00027164,231,232
ILSVRC2012_val_00003834,233,-1
ILSVRC2012_val_00018998,802,"802,621"
ILSVRC2012_val_00036974,856,-1
ILSVRC2012_val_00027973,940,-1
ILSVRC2012_val_00049929,898,"898,195"
ILSVRC2012_val_00023288,826,605
ILSVRC2012_val_00002050,461,524
ILSVRC2012_val_00039601,68,66
ILSVRC2012_val_00041481,550,505
ILSVRC2012_val_00049581,349,"349,350"
ILSVRC2012_val_00004029,633,-1
ILSVRC2012_val_00033376,734,"581,734"
ILSVRC2012_val_00006714,987,"987,998,809,923,925"
ILSVRC2012_val_00033012,908,"908,404"
ILSVRC2012_val_00018494,744,-1
ILSVRC2012_val_00013669,904,"905,532,831,799"
ILSVRC2012_val_00036859,243,"242,243"
ILSVRC2012_val_00036241,613,-1
ILSVRC2012_val_00031555,249,"232,249"
ILSVRC2012_val_00048036,830,"770,830,608"
ILSVRC2012_val_00018759,413,"652,413"
ILSVRC2012_val_00007342,750,"750,721"
ILSVRC2012_val_00030917,408,814
ILSVRC2012_val_00035953,23,"22,23"
ILSVRC2012_val_00011120,38,27
ILSVRC2012_val_00041568,197,"199,197"
ILSVRC2012_val_00042527,503,505
ILSVRC2012_val_00048921,122,923
ILSVRC2012_val_00043833,836,"834,836,837,457"
ILSVRC2012_val_00022572,906,"834,906,762,638"
ILSVRC2012_val_00039538,776,683
ILSVRC2012_val_00044019,517,-1
ILSVRC2012_val_00019914,219,"218,156"
ILSVRC2012_val_00001348,775,"824,775"
ILSVRC2012_val_00019949,931,932
ILSVRC2012_val_00027531,798,"769,798"
ILSVRC2012_val_00043314,903,638
ILSVRC2012_val_00049378,586,-1
ILSVRC2012_val_00039863,213,207
ILSVRC2012_val_00048225,339,"912,339"
ILSVRC2012_val_00034186,142,140
ILSVRC2012_val_00020099,868,"477,868,623"
ILSVRC2012_val_00029108,380,-1
ILSVRC2012_val_00017427,943,"943,953"
ILSVRC2012_val_00003732,518,"671,518,615"
ILSVRC2012_val_00026318,939,"939,943"
ILSVRC2012_val_00026896,423,"424,423"
ILSVRC2012_val_00040928,431,"516,669"
ILSVRC2012_val_00015889,911,-1
ILSVRC2012_val_00010728,412,756
ILSVRC2012_val_00008926,202,184
ILSVRC2012_val_00031133,241,"240,241,238"
ILSVRC2012_val_00032861,631,"711,631"
ILSVRC2012_val_00036815,35,-1
ILSVRC2012_val_00002254,981,"560,981"
ILSVRC2012_val_00032073,973,738
ILSVRC2012_val_00045424,400,"834,906,400"
ILSVRC2012_val_00010519,831,"750,721"
ILSVRC2012_val_00026036,897,-1
ILSVRC2012_val_00045647,381,380
ILSVRC2012_val_00035633,204,153
ILSVRC2012_val_00040368,222,257
ILSVRC2012_val_00025397,644,"708,682"
ILSVRC2012_val_00015189,208,205
ILSVRC2012_val_00001257,619,"619,607"
ILSVRC2012_val_00004605,193,"186,193"
ILSVRC2012_val_00027716,845,"828,845"
ILSVRC2012_val_00001078,960,"960,968,504"
ILSVRC2012_val_00011534,586,"652,413"
ILSVRC2012_val_00015123,495,894
ILSVRC2012_val_00033287,691,570
ILSVRC2012_val_00023523,321,323
ILSVRC2012_val_00009688,157,230
ILSVRC2012_val_00030570,643,"515,643"
ILSVRC2012_val_00001923,202,"195,202"
ILSVRC2012_val_00038145,893,748
ILSVRC2012_val_00017110,503,-1
ILSVRC2012_val_00037240,382,-1
ILSVRC2012_val_00023612,796,"610,796"
ILSVRC2012_val_00004534,541,"542,559,541"
ILSVRC2012_val_00049291,250,212
ILSVRC2012_val_00030023,585,838
ILSVRC2012_val_00028083,885,-1
ILSVRC2012_val_00037960,152,"152,155"
ILSVRC2012_val_00026874,713,742
ILSVRC2012_val_00027293,511,"581,479,436"
ILSVRC2012_val_00005609,725,849
ILSVRC2012_val_00007689,858,"619,858"
ILSVRC2012_val_00017015,43,"39,43"
ILSVRC2012_val_00005938,589,"423,424,589"
ILSVRC2012_val_00040962,517,"517,540"
ILSVRC2012_val_00039014,180,709
ILSVRC2012_val_00009976,297,"297,295"
ILSVRC2012_val_00016257,372,-1
ILSVRC2012_val_00012299,197,"197,199"
ILSVRC2012_val_00028048,848,754
ILSVRC2012_val_00036307,926,"567,926"
ILSVRC2012_val_00012678,189,191
ILSVRC2012_val_00012548,460,-1
ILSVRC2012_val_00017787,170,-1
ILSVRC2012_val_00035365,65,62
ILSVRC2012_val_00012034,524,"524,461"
ILSVRC2012_val_00006874,575,866
ILSVRC2012_val_00048815,965,923
ILSVRC2012_val_00013938,532,"532,572"
ILSVRC2012_val_00014489,207,208
ILSVRC2012_val_00047935,570,"643,570"
ILSVRC2012_val_00037552,129,132
ILSVRC2012_val_00006409,30,-1
ILSVRC2012_val_00003214,27,"27,455"
ILSVRC2012_val_00041720,857,"492,857"
ILSVRC2012_val_00007796,337,360
ILSVRC2012_val_00023811,163,"163,168"
ILSVRC2012_val_00019967,964,-1
ILSVRC2012_val_00012663,712,-1
ILSVRC2012_val_00045869,697,"697,610"
ILSVRC2012_val_00017247,574,"478,722"
ILSVRC2012_val_00022598,447,"447,600"
ILSVRC2012_val_00013364,85,-1
ILSVRC2012_val_00015827,806,774
ILSVRC2012_val_00002138,0,"0,758"
ILSVRC2012_val_00001364,896,"896,861"
ILSVRC2012_val_00045237,865,"865,850"
ILSVRC2012_val_00026184,992,"992,997,947"
ILSVRC2012_val_00020490,530,664
ILSVRC2012_val_00034946,677,783
ILSVRC2012_val_00023490,412,"582,412"
ILSVRC2012_val_00018391,501,-1
ILSVRC2012_val_00018814,722,-1
ILSVRC2012_val_00047644,745,872
ILSVRC2012_val_00028068,316,311
ILSVRC2012_val_00007059,228,-1
ILSVRC2012_val_00029588,810,"810,878"
ILSVRC2012_val_00037774,962,"962,923"
ILSVRC2012_val_00047093,477,"587,784,477"
ILSVRC2012_val_00023946,705,"705,547"
ILSVRC2012_val_00037971,740,"740,477"
ILSVRC2012_val_00048272,674,"674,333"
ILSVRC2012_val_00025274,674,"674,333"
ILSVRC2012_val_00041818,359,"358,359"
ILSVRC2012_val_00000313,979,888
ILSVRC2012_val_00008087,109,"328,109"
ILSVRC2012_val_00006310,969,"968,504"
ILSVRC2012_val_00028261,553,"624,453"
ILSVRC2012_val_00038866,345,"690,345"
ILSVRC2012_val_00026912,600,-1
ILSVRC2012_val_00028609,856,595
ILSVRC2012_val_00009459,390,"390,973"
ILSVRC2012_val_00003613,663,873
ILSVRC2012_val_00019745,658,"911,658"
ILSVRC2012_val_00047056,465,"465,413"
ILSVRC2012_val_00004303,636,-1
ILSVRC2012_val_00020786,249,"248,249,250"
ILSVRC2012_val_00041632,896,"896,281"
ILSVRC2012_val_00023019,348,349
ILSVRC2012_val_00033425,872,"872,949"
ILSVRC2012_val_00018337,699,-1
ILSVRC2012_val_00035861,381,382
ILSVRC2012_val_00043164,815,"475,815"
ILSVRC2012_val_00032411,949,"868,949,953"
ILSVRC2012_val_00013667,899,"968,725,504"
ILSVRC2012_val_00037266,605,487
ILSVRC2012_val_00028738,638,"638,639"
ILSVRC2012_val_00000427,619,846
ILSVRC2012_val_00022044,422,"770,543"
ILSVRC2012_val_00003519,857,-1
ILSVRC2012_val_00022609,151,"195,151"
ILSVRC2012_val_00043978,40,46
ILSVRC2012_val_00030780,862,"610,862"
ILSVRC2012_val_00036724,687,-1
ILSVRC2012_val_00000057,259,-1
ILSVRC2012_val_00011450,905,794
ILSVRC2012_val_00024893,962,"962,923,935"
ILSVRC2012_val_00006758,381,"379,381"
ILSVRC2012_val_00036059,880,"880,879"
